,Track_Id,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,Date
2332,13332,Pedro Capó,Una Vez Más,La Neta,album,0.657,0.44,2.0,-8.795,0.0742,0.202,1.49e-05,0.329,0.373,74.963,188709.0,"Pedro Capó, Lali - Una Vez Más (Audio)",capoVEVO,194729.0,4983.0,321.0,True,True,3846082.0,2022-12-02
2333,13333,Pedro Capó,Tutu - Remix,Por Primera Vez,album,0.728,0.802,0.0,-2.409,0.0457,0.411,0.0,0.102,0.866,77.01,165821.0,"Camilo, Shakira, Pedro Capó - Tutu (Remix - Audio)",CamiloVEVO,99338660.0,784982.0,43329.0,True,True,126299873.0,
2334,13334,Pedro Capó,Perdiendo la Cabeza,Crónicas de una Guerra,album,0.735,0.835,2.0,-3.096,0.214,0.0901,0.0,0.291,0.739,167.884,165360.0,"Carlos Rivera, Becky G, Pedro Capó - Perdiendo la Cabeza",CarlosRiveraVEVO,125459680.0,958179.0,19266.0,True,True,121240058.0,
2335,13335,Pedro Capó,Casualidad,Mal De Amores,album,0.753,0.72,10.0,-4.223,0.0987,0.383,0.0,0.0554,0.84,173.906,193112.0,Sofía Reyes & Pedro Capó - Casualidad [Official Music Video],Sofia Reyes,44175104.0,241487.0,7074.0,True,True,71923700.0,
2336,13336,Pedro Capó,Calma,MUNAY,album,0.74,0.592,2.0,-6.388,0.0539,0.218,0.0,0.0726,0.549,126.914,180066.0,Pedro Capó - Calma (Official Video),capoVEVO,258271615.0,1889066.0,41853.0,True,True,126936349.0,2018-10-05
2337,13337,Pedro Capó,Te Olvidaré,Hoy,album,0.684,0.87,4.0,-3.681,0.0627,0.0744,0.0,0.347,0.88,74.973,185427.0,"MYA, Pedro Capó - Te Olvidaré (Official Video)",MyAmusicaVEVO,90626851.0,736959.0,10116.0,True,True,73732549.0,
2338,13338,Pedro Capó,Sin Haber Dormido,Sin Haber Dormido,single,0.567,0.699,1.0,-3.473,0.111,0.145,0.0,0.157,0.277,179.958,187594.0,"Luciano Pereyra, Pedro Capó - Sin Haber Dormido",LucianoPereyraVEVO,536133.0,12949.0,366.0,True,True,665847.0,
2339,13339,Mike Perry,Dive,Dive,single,0.654,0.787,4.0,-4.999,0.0502,0.00515,0.0,0.144,0.409,123.979,164490.0,Hot Shade & Mike Perry - Dive (Ft. Chris James) [Lyric Video],Tropical House Records,523699.0,6395.0,143.0,True,True,100976415.0,
2340,13340,Mike Perry,The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),single,0.632,0.575,5.0,-6.478,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414.0,Mike Perry - The Ocean ft. Shy Martin,MikePerryVEVO,169170136.0,1262483.0,18154.0,True,True,750165808.0,2016-04-15
2341,13341,Mike Perry,By Your Side,By Your Side,single,0.637,0.813,7.0,-5.199,0.0544,0.0289,0.0,0.0906,0.429,122.963,155122.0,Mike Perry - By Your Side (Lyrics),Fresh Vibes,123382.0,1814.0,28.0,False,False,30112676.0,2020-09-25
2342,13342,Mike Perry,I Can't Love,I Can't Love,single,0.612,0.825,3.0,-5.727,0.044,0.0754,0.0,0.163,0.574,131.994,147750.0,Mike Perry - I Can't Love (Feat. Barefoot),Pop Notch,2903.0,45.0,6.0,False,False,8368506.0,2022-05-20
2343,13343,Mike Perry,Stay Young,Stay Young,single,0.576,0.711,5.0,-4.826,0.0404,0.0748,0.0,0.226,0.556,89.988,157005.0,Mike Perry feat. Tessa - Stay Young (Official Lyric Video),Mike Perry,9735385.0,70879.0,388.0,True,True,74051707.0,2017-09-01
2344,13344,Mike Perry,Told You So,Told You So,single,0.699,0.813,1.0,-4.177,0.112,0.0391,0.0,0.145,0.263,100.1,146355.0,Mike Perry - Told You So (Ft. Orange Villa),Tropical House Records,246066.0,5239.0,191.0,False,False,19333190.0,2020-01-31
2345,13345,Mike Perry,Take It Slowly,Take It Slowly,single,0.669,0.765,6.0,-4.728,0.0445,0.00528,6.43e-05,0.404,0.595,116.104,149125.0,Take It Slowly,Mike Perry - Topic,56956.0,849.0,0.0,True,True,7825521.0,2020-12-18
2346,13346,Mike Perry,I Like It,I Like It,single,0.659,0.839,10.0,-5.862,0.0672,0.0377,0.0,0.0687,0.726,126.064,163810.0,Mike Perry feat. Hot Shade - I Like It,Chill Master,6260.0,98.0,2.0,False,False,5555742.0,
2347,13347,Mike Perry,If I Ruled The World,If I Ruled The World,single,0.656,0.662,4.0,-5.034,0.0971,0.0203,0.0,0.115,0.289,124.772,171926.0,If I Ruled The World,Mike Perry - Topic,318511.0,3952.0,0.0,True,True,22363415.0,2021-04-02
2348,13348,Mike Perry,Changes,Changes,single,0.716,0.748,10.0,-4.656,0.0364,0.0667,0.0,0.0581,0.469,120.033,142019.0,"Mike Perry, Dimitri Vangelis & Wyman & Ten Times - Changes (ft. The Companions) [Lyric Video]",Tropical House Records,1004495.0,12303.0,292.0,True,True,37004182.0,2019-04-12
2349,13349,Money Man,24 (feat. Lil Baby),Epidemic (Deluxe),album,0.868,0.638,2.0,-7.746,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857.0,Money Man - 24 (Official Video) (feat. Lil Baby),Money Man,70540944.0,567597.0,14169.0,True,True,306160912.0,2020-08-21
2350,13350,Money Man,24,Epidemic,album,0.842,0.715,2.0,-6.03,0.0912,0.0265,0.0554,0.0831,0.428,126.021,160952.0,Money Man - 24 (Official Video) (feat. Lil Baby),Money Man,70540944.0,567597.0,14169.0,True,True,137384777.0,2020-08-21
2351,13351,Money Man,Courtesy,Epidemic,album,0.845,0.517,11.0,-8.063,0.137,0.00502,2.73e-05,0.0906,0.274,119.975,130000.0,"Money Man - ""Courtesy"" (Music Video)",PRYXTER,36136.0,555.0,16.0,False,False,34316114.0,2020-03-02
2352,13352,Money Man,Similar,Blackout,album,0.894,0.458,5.0,-12.248,0.363,0.0647,0.0144,0.109,0.382,150.003,112000.0,Money Man - Similar (Official Video),Money Man,2852985.0,68193.0,1884.0,True,True,9004215.0,2022-10-28
2353,13353,Money Man,LLC (feat. Moneybagg Yo),Blockchain,album,0.803,0.495,11.0,-5.724,0.321,0.121,0.0,0.104,0.628,80.972,195154.0,Money Man - LLC (Official Video) (feat. Moneybagg Yo),Money Man,39818191.0,244479.0,4864.0,True,True,43068566.0,2021-11-12
2354,13354,Money Man,Air Holes,Whale Games,single,0.854,0.542,2.0,-7.078,0.15,0.0939,2.82e-05,0.119,0.16,129.97,101965.0,Money Man - Air Holes (Official Video),Money Man,5838821.0,34009.0,683.0,True,True,4519286.0,2022-04-29
2355,13355,Money Man,Attempted,Epidemic (Deluxe),album,0.823,0.613,1.0,-9.395,0.0514,0.0429,0.000159,0.145,0.691,120.036,120505.0,Money Man - Attempted (Visualizer),Money Man,2659708.0,28143.0,568.0,True,True,8326072.0,2020-08-21
2356,13356,Money Man,LLC,LLC,single,0.82,0.466,10.0,-8.946,0.301,0.0496,5.45e-06,0.104,0.556,80.942,137813.0,Money Man - LLC (Official Video) (feat. Moneybagg Yo),Money Man,39818191.0,244479.0,4864.0,True,True,14688925.0,2021-11-12
2357,13357,Money Man,Memphis,No Promo,album,0.803,0.511,3.0,-9.62,0.216,0.159,0.0,0.119,0.769,130.058,136680.0,Money Man -  Memphis [No Promo],DatPiff,460693.0,4695.0,94.0,False,False,9665159.0,2018-09-20
2358,13358,Money Man,Blockchain,Blockchain,album,0.861,0.665,1.0,-5.58,0.11,0.00337,0.0,0.149,0.542,114.937,118049.0,Money Man - Blockchain (Official Video),Money Man,8923218.0,112034.0,4418.0,True,True,6024948.0,2021-11-12
2359,13359,Colbie Caillat,Lucky,We Sing. We Dance. We Steal Things.,album,0.625,0.414,0.0,-8.7,0.0369,0.294,0.0,0.151,0.669,130.088,189613.0,Jason Mraz - Lucky (feat. Colbie Caillat) [Official Video],Jason Mraz,182343044.0,1017529.0,31747.0,True,True,584335743.0,
2360,13360,Colbie Caillat,Bubbly,Coco,album,0.697,0.474,9.0,-6.663,0.0351,0.603,0.0,0.11,0.249,127.904,196280.0,Colbie Caillat - Bubbly (Official Music Video),ColbieCaillatVEVO,132782005.0,885239.0,26340.0,True,True,491330675.0,2007-01-01
2361,13361,Colbie Caillat,Try,Gypsy Heart,album,0.603,0.376,1.0,-9.77,0.0288,0.807,0.0,0.108,0.538,139.995,224573.0,Colbie Caillat - Try (Official Video),ColbieCaillatVEVO,94816891.0,1090664.0,37058.0,True,True,201949875.0,2014-09-30
2362,13362,Colbie Caillat,Brighter Than The Sun,All Of You,album,0.629,0.793,9.0,-5.942,0.0346,0.00952,1.15e-06,0.218,0.588,95.981,231213.0,Colbie Caillat - Brighter Than The Sun (Official Video),ColbieCaillatVEVO,25984281.0,137549.0,7068.0,True,True,110933933.0,2011-01-01
2363,13363,Colbie Caillat,I Do,All Of You,album,0.655,0.877,9.0,-5.656,0.0329,0.22,0.0,0.0785,0.958,144.877,173360.0,Colbie Caillat - I Do (Official Video),ColbieCaillatVEVO,38507514.0,178075.0,6110.0,True,True,60663749.0,2011-01-01
2364,13364,Colbie Caillat,Fallin' For You,Breakthrough (Deluxe Edition),album,0.644,0.834,4.0,-6.473,0.0275,0.156,0.0,0.112,0.593,117.043,215547.0,Colbie Caillat - Fallin' For You,colbiechannel,25146751.0,203639.0,6799.0,False,False,98247616.0,2009
2365,13365,Colbie Caillat,Realize,Coco,album,0.693,0.594,1.0,-6.408,0.0325,0.13,0.0,0.115,0.192,123.932,244107.0,Colbie Caillat - Realize (Official Video),ColbieCaillatVEVO,48722999.0,182170.0,7327.0,True,True,99278891.0,2007-01-01
2366,13366,Colbie Caillat,I Never Told You,Breakthrough (Deluxe Edition),album,0.506,0.639,3.0,-5.222,0.0285,0.171,0.0,0.315,0.385,144.073,233200.0,Colbie Caillat - I Never Told You (Official Video),ColbieCaillatVEVO,95650701.0,470732.0,13471.0,True,True,67807873.0,2009
2367,13367,Colbie Caillat,Bubbly - Acoustic Version,Coco - Summer Sessions,album,0.647,0.0985,9.0,-12.071,0.0619,0.908,0.0,0.098,0.321,115.089,216720.0,Bubbly (Acoustic Version),Colbie Caillat - Topic,142812.0,2511.0,2.0,True,True,44688639.0,
2368,13368,Colbie Caillat,Midnight Bottle,Coco,album,0.682,0.785,8.0,-4.576,0.0259,0.119,0.0,0.0913,0.541,110.001,220200.0,COLBIE CAILLAT MIDNIGHT BOTTLE HD,Fabiano Marinho,6983.0,161.0,1.0,False,False,18914642.0,2007-01-01
2369,13369,Zac Efron,Rewrite The Stars,Rewrite The Stars,single,0.684,0.619,10.0,-7.005,0.0386,0.0716,0.0,0.122,0.284,125.046,217440.0,"The Greatest Showman | ""Rewrite The Stars"" Lyric Video | Fox Family Entertainment",Fox Family Entertainment,133945580.0,1079287.0,0.0,True,True,811031337.0,2017-12-08
2370,13370,Zac Efron,The Greatest Show,The Greatest Show,single,0.417,0.824,11.0,-7.36,0.105,0.000239,0.0545,0.0725,0.4,157.92,302147.0,"The Greatest Showman | ""The Greatest Show"" Lyric Video | Fox Family Entertainment",Fox Family Entertainment,39658798.0,318536.0,0.0,False,True,477353955.0,2017-12-08
2371,13371,Zac Efron,The Other Side,The Greatest Showman (Original Motion Picture Soundtrack),compilation,0.638,0.795,0.0,-8.45,0.302,0.00433,0.00139,0.153,0.31,153.99,214373.0,The Other side - The Greatest Showman,Shin Kudo,4272505.0,41686.0,1315.0,False,False,364428743.0,
2372,13372,Zac Efron,Gotta Go My Own Way,High School Musical 2 (Original Soundtrack),compilation,0.555,0.692,9.0,-4.767,0.0277,0.0864,3.25e-05,0.232,0.313,88.995,222360.0,"Zac Efron, Vanessa Hudgens - Gotta Go My Own Way (From ""High School Musical 2"")",DisneyMusicVEVO,31222579.0,322462.0,11634.0,True,True,147021007.0,2007-01-01
2373,13373,Zac Efron,Can I Have This Dance,High School Musical 3: Senior Year,album,0.555,0.619,0.0,-5.246,0.0296,0.203,0.0,0.265,0.426,136.069,243773.0,Vanessa Hudgens and Zac Efron - Can I Have This Dance (Full Music Video),HsmusicalMania,4394026.0,24630.0,1229.0,False,False,156885473.0,
2374,13374,Zac Efron,Just Wanna Be With You,High School Musical 3: Senior Year,album,0.547,0.723,2.0,-4.804,0.0323,0.312,0.0,0.112,0.377,102.003,156187.0,High School Musical 3 - Just Wanna Be With You (Official Music Video) 4k,Disney ¡Lover!,2357639.0,28736.0,345.0,False,False,77165634.0,
2375,13375,Zac Efron,"Right Here, Right Now",High School Musical 3: Senior Year,album,0.562,0.797,2.0,-5.386,0.0356,0.328,0.0,0.0752,0.296,110.049,235733.0,"High School Musical 3 - Right Here, Right Now (Official Music Video) 4k",Disney ¡Lover!,1051920.0,13788.0,410.0,False,False,69458838.0,
2376,13376,Zac Efron,You Can't Stop The Beat,Hairspray (Soundtrack To The Motion Picture),album,0.52,0.944,7.0,-4.721,0.157,0.0382,0.0,0.141,0.725,170.484,324707.0,You Can't Stop The Beat,Hairsprayhome,39081475.0,236606.0,9702.0,False,False,68203526.0,
2377,13377,Zac Efron,Scream,High School Musical 3: Senior Year,album,0.632,0.843,3.0,-4.374,0.0429,0.0603,0.0,0.0662,0.542,110.983,236400.0,Zac Efron - Scream (High School Musical 3: Senior Year) (W/Lyrics in Subtitles),Williams Chaguay,1300811.0,8756.0,649.0,False,False,51172714.0,
2378,13378,Zac Efron,What Time Is It,High School Musical 2 (Original Soundtrack),compilation,0.742,0.913,5.0,-3.227,0.0773,0.122,0.0,0.329,0.704,116.029,198000.0,"What Time Is It (From ""High School Musical 2"")",DisneyMusicVEVO,9736009.0,84388.0,2807.0,True,True,54353578.0,2007-01-01
2379,13379,María José,Resistiré,Resistiré,single,0.45,0.878,9.0,-4.592,0.0827,0.0071,0.0,0.0908,0.744,199.844,252443.0,Resistiré México (Video Oficial),Warner Music México,15922784.0,260405.0,14941.0,True,True,48533462.0,
2380,13380,María José,Prefiero Ser Su Amante,María José... De Noche,album,0.632,0.869,0.0,-3.891,0.0271,0.00128,1.46e-05,0.0658,0.561,131.988,208000.0,María José - Prefiero Ser Su Amante,MariaJoseVEVO,79663447.0,302364.0,8168.0,True,True,87668495.0,2012
2381,13381,María José,Lo Que Tenías Conmigo,Lo Que Tenías Conmigo,single,0.475,0.788,9.0,-3.124,0.0346,0.0517,0.0,0.0829,0.23,147.627,233813.0,María José - Lo Que Tenías Conmigo,MariaJoseVEVO,159073047.0,458642.0,12288.0,True,True,82442574.0,2019-05-10
2382,13382,María José,Me equivoqué,María José,album,0.573,0.667,2.0,-6.612,0.0278,0.172,0.000102,0.15,0.258,135.961,239707.0,María José - Me Equivoqué (Video Oficial),Warner Music México,87044936.0,230482.0,4993.0,True,True,80580281.0,2007-03-13
2383,13383,María José,Él Era Perfecto - En Vivo,Conexión (En Vivo),album,0.46,0.787,8.0,-4.816,0.0486,0.0106,0.0,0.957,0.393,163.865,226800.0,María José - Él Era Perfecto,MariaJoseVEVO,81686589.0,246527.0,5468.0,True,True,46211898.0,2019-06-07
2384,13384,María José,Adelante Corazón,Amante de Lo Ajeno,album,0.531,0.744,0.0,-4.51,0.0325,0.0246,0.0,0.194,0.504,158.026,239280.0,María José - Adelante Corazón,MariaJoseVEVO,37586209.0,130066.0,2465.0,True,True,49648749.0,2009
2385,13385,María José,Evidencias - En Vivo,Conexión (En Vivo),album,0.582,0.932,6.0,-3.254,0.076,0.0273,0.0,0.965,0.231,102.934,234547.0,María José - Evidencias,MariaJoseVEVO,54084900.0,142263.0,3573.0,True,True,23742874.0,2019-06-07
2386,13386,María José,No Soy una Señora (Non Sono una Signora),Amante de Lo Ajeno,album,0.752,0.829,0.0,-3.706,0.0418,0.00545,2.39e-05,0.144,0.429,131.945,208600.0,María José - No Soy una Señora,MariaJoseVEVO,35260631.0,99071.0,2291.0,True,True,35587734.0,2009
2387,13387,María José,Sólo el Amor Lastima Así (Only Love Can Hurt Like This),Duetos,album,0.554,0.812,10.0,-4.275,0.0326,0.0113,5.84e-06,0.226,0.756,91.018,233787.0,Paloma Faith - Only Love Can Hurt Like This (Official Video),PalomaFaithVEVO,168083755.0,1637595.0,27659.0,True,True,69033992.0,2013
2388,13388,María José,Ya No Me Acuerdo Más de Ti - En Vivo,Conexión (En Vivo),album,0.252,0.711,6.0,-4.083,0.0549,0.376,0.0,0.946,0.259,75.576,223400.0,María José - Ya No Me Acuerdo Más De Ti ft. Carlos Rivera,MariaJoseVEVO,65195183.0,216048.0,3965.0,True,True,20316524.0,2019-06-07
2389,13389,TAEYEON,INVU,INVU - The 3rd Album,album,0.599,0.816,11.0,-3.412,0.0556,0.0911,2.17e-06,0.0961,0.399,106.962,204973.0,TAEYEON 태연 'INVU' MV,SMTOWN,51285947.0,1180342.0,50563.0,True,True,61198901.0,2022-02-14
2390,13390,TAEYEON,Fine,My Voice - The 1st Album,album,0.36,0.565,7.0,-4.898,0.0608,0.358,0.0,0.0448,0.311,173.281,209157.0,TAEYEON 태연 'Fine' MV,SMTOWN,84668326.0,1614126.0,50771.0,True,True,108705805.0,2017-02-28
2391,13391,TAEYEON,그대라는 시,Hotel del Luna (Original Television Soundtrack) Pt.3,single,0.533,0.292,9.0,-7.1,0.0364,0.914,0.0,0.118,0.472,135.624,209482.0,[MV] 태연 (TAEYEON) - All about you (그대라는 시) (Hotel Del Luna (호텔 델루나) OST Part.3),DOM 덤스튜디오,3513557.0,49455.0,531.0,False,False,84972553.0,2019-07-21
2392,13392,TAEYEON,Priority,2022 Winter SMTOWN : SMCU PALACE,album,0.641,0.694,8.0,-4.915,0.0936,0.243,0.000127,0.185,0.356,92.945,214960.0,"MAX CHANGMIN, TAEYEON, WINTER 'Priority' Stage Video",SMTOWN,1486790.0,78105.0,2426.0,True,True,2548801.0,
2393,13393,TAEYEON,I,I - The 1st Mini Album,single,0.506,0.788,9.0,-2.372,0.0324,0.0666,0.0,0.324,0.233,89.993,206039.0,TAEYEON 태연 'I (feat. Verbal Jint)' MV,SMTOWN,249814693.0,2312256.0,127232.0,True,True,56598488.0,2022-02-14
2394,13394,TAEYEON,11:11,My Voice - The 1st Album (Deluxe Edition),album,0.445,0.528,10.0,-7.243,0.0744,0.677,0.0,0.155,0.511,203.155,223452.0,TAEYEON 태연 '11:11' MV,SMTOWN,70068613.0,654604.0,30572.0,True,True,66254324.0,2017-04-05
2395,13395,TAEYEON,Weekend,INVU - The 3rd Album,album,0.74,0.854,8.0,-2.209,0.0525,0.0783,0.000532,0.253,0.856,114.029,233413.0,TAEYEON 태연 'Weekend' MV,SMTOWN,38998014.0,948363.0,51028.0,True,True,49115912.0,2021-07-06
2396,13396,TAEYEON,Can't Control Myself,INVU - The 3rd Album,album,0.626,0.681,4.0,-2.979,0.0377,0.0263,0.0,0.453,0.229,85.044,181600.0,TAEYEON 태연 'Can't Control Myself' MV,SMTOWN,16089331.0,592642.0,20981.0,True,True,23058315.0,
2397,13397,TAEYEON,The Cure,2022 Winter SMTOWN : SMCU PALACE,album,0.563,0.881,9.0,-2.898,0.0679,0.331,0.0,0.154,0.678,95.08,220027.0,"'The Cure' MV | KANGTA, BoA, U-KNOW, LEETEUK, TAEYEON, ONEW, SUHO, IRENE, TAEYONG, MARK, KUN, KARINA",SMTOWN,1287122.0,118775.0,4474.0,True,True,885416.0,
2398,13398,TAEYEON,What Do I Call You,What Do I Call You - The 4th Mini Album,single,0.75,0.586,11.0,-4.639,0.0674,0.0733,0.0,0.347,0.835,139.889,167747.0,TAEYEON 태연 'What Do I Call You' MV,SMTOWN,15350130.0,606370.0,24839.0,True,True,28680284.0,2020-12-15
2399,13399,Peter Groeger,Kapitel 1.1 - Der Kaiser von Dallas,Der Kaiser von Dallas (Die einzige Wahrheit über den Mord an John F. Kennedy),album,0.489,0.394,4.0,-16.778,0.87,0.722,0.0,0.271,0.208,83.48,188400.0,Kapitel 1.1,Jean Bolinder - Topic,119.0,0.0,0.0,True,True,,
2400,13400,Peter Groeger,Kapitel 5.2 - Der Kaiser von Dallas,Der Kaiser von Dallas (Die einzige Wahrheit über den Mord an John F. Kennedy),album,0.668,0.395,8.0,-21.659,0.936,0.609,0.0,0.796,0.408,121.169,200100.0,Kaiser von China,Captain Risiko - Topic,55.0,0.0,0.0,True,True,,
2401,13401,Peter Groeger,Kapitel 2.3 - Der Kaiser von Dallas,Der Kaiser von Dallas (Die einzige Wahrheit über den Mord an John F. Kennedy),album,0.559,0.218,8.0,-20.554,0.909,0.849,0.0,0.367,0.773,76.862,227000.0,Kapitel 2.3,Benjamin Quabeck - Topic,7.0,0.0,0.0,True,True,,
2402,13402,Peter Groeger,Kapitel 1.2 - Der Kaiser von Dallas,Der Kaiser von Dallas (Die einzige Wahrheit über den Mord an John F. Kennedy),album,0.657,0.271,1.0,-21.1,0.594,0.531,1.19e-06,0.29,0.803,89.514,193900.0,Kaiser von China,Captain Risiko - Topic,55.0,0.0,0.0,True,True,,
2403,13403,Peter Groeger,Kapitel 1.3 - Der Kaiser von Dallas,Der Kaiser von Dallas (Die einzige Wahrheit über den Mord an John F. Kennedy),album,0.615,0.193,8.0,-22.592,0.937,0.929,0.0,0.179,0.628,90.412,187000.0,Kapitel 1.3,Benjamin Quabeck - Topic,21.0,0.0,0.0,True,True,,
2404,13404,Peter Groeger,Kapitel 2.2 - Der Kaiser von Dallas,Der Kaiser von Dallas (Die einzige Wahrheit über den Mord an John F. Kennedy),album,0.478,0.351,6.0,-20.969,0.947,0.546,0.0,0.815,0.7,82.862,231600.0,,,,,,,,,
2405,13405,Peter Groeger,Kapitel 2.5 & Kapitel 3.1 - Der Kaiser von Dallas,Der Kaiser von Dallas (Die einzige Wahrheit über den Mord an John F. Kennedy),album,0.513,0.191,4.0,-21.935,0.914,0.608,0.0,0.234,0.537,65.513,247207.0,Kapitel 2.5,Various Artists - Topic,21.0,0.0,0.0,True,True,,
2406,13406,Peter Groeger,Kapitel 2.4 - Der Kaiser von Dallas,Der Kaiser von Dallas (Die einzige Wahrheit über den Mord an John F. Kennedy),album,0.689,0.278,8.0,-20.099,0.896,0.709,0.0,0.123,0.819,118.531,189700.0,Kapitel 2.4,Benjamin Quabeck - Topic,8.0,0.0,0.0,True,True,,
2407,13407,Peter Groeger,Kapitel 1.4 & Kapitel 2.1 - Der Kaiser von Dallas,Der Kaiser von Dallas (Die einzige Wahrheit über den Mord an John F. Kennedy),album,0.516,0.279,5.0,-22.129,0.905,0.594,0.0,0.288,0.694,174.453,188053.0,Kapitel 1.4,Various Artists - Topic,38.0,0.0,0.0,True,True,,
2408,13408,Peter Groeger,Kapitel 3.2 - Der Kaiser von Dallas,Der Kaiser von Dallas (Die einzige Wahrheit über den Mord an John F. Kennedy),album,0.583,0.242,8.0,-20.846,0.628,0.655,0.0,0.479,0.828,96.141,199500.0,Kapitel 3.2,Bernhard Kellermann - Topic,8.0,0.0,0.0,True,True,,
2409,13409,Sherlock Holmes,Teil 8 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,0.668,0.636,1.0,-11.132,0.908,0.467,0.0,0.392,0.646,138.379,192360.0,"Sherlock Holmes - Die neuen Fälle, Fall 07: Der eisige Tod (Komplettes Hörspiel)",Maritim Verlag,886620.0,5501.0,418.0,True,True,109520.0,2022-11-25
2410,13410,Sherlock Holmes,Teil 1 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,0.538,0.804,8.0,-10.327,0.956,0.589,0.0,0.708,0.314,172.743,200093.0,Sherlock Holmes & il dottor Watson 1 - Un movente per uccidere con Geoffrey Withehead,cuccioloebeppe,299036.0,1129.0,91.0,False,False,102172.0,2022-11-25
2411,13411,Sherlock Holmes,Teil 10 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,0.701,0.511,8.0,-11.98,0.938,0.27,0.0,0.203,0.607,93.596,189827.0,Sherlock Holmes & Dottor Watson 10 - La profezia mortale.,cuccioloebeppe,124851.0,605.0,20.0,False,False,106743.0,2022-11-25
2412,13412,Sherlock Holmes,Teil 7 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,0.704,0.507,6.0,-11.552,0.938,0.482,0.0,0.169,0.746,79.422,187640.0,Sherlock Holmes & Dottor Watson 7 - L'nganno del cieco.,cuccioloebeppe,133311.0,674.0,23.0,False,False,105284.0,2022-11-25
2413,13413,Sherlock Holmes,Teil 9 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,0.62,0.578,6.0,-10.976,0.951,0.305,0.0,0.213,0.644,79.396,195000.0,"Sherlock Holmes - Die neuen Fälle, Fall 16: Der leise Takt des Todes (Komplettes Hörspiel)",Maritim Verlag,65852.0,1186.0,120.0,True,True,105454.0,2022-11-25
2414,13414,Sherlock Holmes,Teil 12 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,0.714,0.623,1.0,-10.619,0.922,0.272,0.0,0.239,0.704,119.167,191360.0,Die sieben Todsünden (Der Sherlock Holmes Adventkalender 2022 – Teil 12) Krimi Hörbuch,Bookstream Hörbücher,12284.0,210.0,38.0,True,True,104627.0,2022-11-25
2415,13415,Sherlock Holmes,Teil 6 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,0.699,0.595,1.0,-11.011,0.948,0.314,0.0,0.365,0.593,84.856,194640.0,Sherlock Holmes & Dottor Watson 7 - L'nganno del cieco.,cuccioloebeppe,133311.0,674.0,23.0,False,False,103420.0,2022-11-25
2416,13416,Sherlock Holmes,Teil 13 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,0.706,0.744,6.0,-10.128,0.932,0.423,0.0,0.6,0.517,129.964,192040.0,Die sieben Todsünden (Der Sherlock Holmes Adventkalender 2022 – Teil 13) Krimi Hörbuch,Bookstream Hörbücher,11947.0,250.0,16.0,True,True,103254.0,2022-11-25
2417,13417,Sherlock Holmes,Teil 11 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,0.69,0.532,0.0,-10.586,0.94,0.599,0.0,0.339,0.638,84.867,193507.0,"Sherlock Holmes - Die neuen Fälle, Fall 11: Im kalten Nebel der Themse (Komplettes Hörspiel)",Maritim Verlag,514779.0,4173.0,170.0,True,True,103153.0,2022-11-25
2418,13418,Sherlock Holmes,Teil 14 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,0.664,0.682,8.0,-11.758,0.96,0.523,0.0,0.183,0.475,79.168,201187.0,Die sieben Todsünden (Der Sherlock Holmes Adventkalender 2022 – Teil 14) Krimi Hörbuch,Bookstream Hörbücher,11181.0,202.0,12.0,True,True,102383.0,2022-11-25
2419,13419,Soundgarden,Black Hole Sun,Superunknown (Deluxe Edition),album,0.35,0.828,6.0,-5.373,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587.0,Soundgarden - Black Hole Sun,SoundgardenVEVO,225535047.0,1401430.0,72142.0,True,True,513702543.0,1994-03-09
2420,13420,Soundgarden,Fell On Black Days,Superunknown (Deluxe Edition),album,0.574,0.739,4.0,-5.745,0.0271,0.00152,0.000328,0.141,0.514,101.069,283027.0,Soundgarden - Fell On Black Days (Official Video),SoundgardenVEVO,60404456.0,356461.0,17537.0,True,True,130040777.0,1994-03-09
